#YY  MM DD  WSPD WVHT ATMP  WTMP
#yr  mo dy  m/s     m degC  degC
2020 07 30  1.7  0.44 23.7  24.4
2020 07 30  1.9  0.43 23.7  24.4
2020 07 30  2.0  0.39 23.7  24.4
2020 07 30  1.9  0.39 23.7  24.4
2020 07 30  2.1  0.38 23.7  24.4
2020 07 30  2.3  0.37 23.7  24.4
2020 07 30  2.4  0.36 23.8  24.3
2020 07 30  2.9  0.33 24.0  24.3
2020 07 30  3.3  0.34 24.3  24.3
2020 07 30  3.5  0.35 24.3  24.2
2020 07 30  3.5  0.33 24.3  24.2
2020 07 30  3.6  0.33 24.1  24.2
2020 07 30  4.4  0.34 24.1  24.2
2020 07 30  4.2  0.34 23.8  24.2
2020 07 30  4.0  0.32 23.6  24.1
2020 07 30  4.1  0.35 23.3  24.1
2020 07 30  4.5  0.32 23.1  24.1
2020 07 30  5.0  0.33 22.8  24.1
2020 07 30  5.2  0.34 22.7  24.1
2020 07 30  5.2  0.36 22.5  24.1
2020 07 30  4.6  0.36 22.4  24.1
2020 07 30  4.8  0.37 22.3  24.1
2020 07 30  4.7  0.36 22.0  24.1
2020 07 30  4.7  0.36 21.8  24.2
2020 07 30  3.9  0.36 21.8  24.2
2020 07 30  4.0  0.34 21.6  24.2
2020 07 30  4.0  0.33 21.5  24.1
2020 07 30  4.3  0.33 21.4  24.1
2020 07 30  4.6  0.30 21.4  24.1
2020 07 30  4.4  0.34 21.3  24.1
2020 07 30  4.0  0.34 21.3  24.1
2020 07 30  3.7  0.31 21.1  24.1
2020 07 30  4.2  0.32 21.1  24.1
2020 07 30  4.3  0.30 21.0  24.0
2020 07 30  4.4  0.30 21.0  24.0
2020 07 30  3.8  0.27 20.9  24.0
2020 07 30  4.0  0.29 20.9  24.0
2020 07 30  4.5  0.29 21.2  24.0
2020 07 30  4.7  0.29 21.2  24.0
2020 07 30  5.0  0.32 21.4  24.1
2020 07 30  5.3  0.33 21.6  24.1
2020 07 30  5.0  0.32 21.7  24.0
2020 07 30  4.9  0.32 21.3  24.0
2020 07 30  4.6  0.31 20.6  24.0
2020 07 30  4.6  0.31 20.5  24.0
2020 07 30  4.6  0.30 20.4  24.0
2020 07 30  4.7  0.31 20.2  24.0
2020 07 30  4.4  0.28 20.2  24.0
2020 07 30  5.4  0.29 18.9  24.0
2020 07 30  6.2  0.29 20.3  24.0
2020 07 30  6.8  0.33 20.1  24.0
2020 07 30  6.2  0.37 20.1  24.0
2020 07 30  5.7  0.34 19.8  24.0
2020 07 30  5.9  0.34 19.9  24.0
2020 07 30  6.0  0.34 20.0  24.0
2020 07 30  5.5  0.33 19.6  24.0
2020 07 30  5.1  0.32 19.7  24.0
2020 07 30  4.7  0.28 20.2  24.0
2020 07 30  4.9  0.30 20.3  24.0
2020 07 30  4.8  0.33 20.3  24.0
2020 07 30  4.8  0.30 20.3  24.0
2020 07 30  5.2  0.34 20.3  24.0
2020 07 30  5.4  0.35 20.3  23.9
2020 07 30  5.1  0.32 20.4  23.9
2020 07 30  5.5  0.35 20.6  23.9
2020 07 30  5.3  0.35 20.9  23.9
2020 07 30  5.0  0.32 21.1  23.9
2020 07 30  4.3  0.33 21.4  23.9
2020 07 30  4.2  0.28 21.7  23.9
2020 07 30  4.0  0.25 21.7  23.9
2020 07 30  3.9  0.26 21.7  23.9
2020 07 30  3.7  0.25 21.9  23.9
2020 07 30  3.7  0.24 22.0  23.9
2020 07 30  3.9  0.23 22.1  23.9
2020 07 30  4.3  0.25 22.4  23.9
2020 07 30  4.3  0.25 22.6  24.0
2020 07 30  4.0  0.25 22.8  24.0
2020 07 30  3.8  0.26 22.9  24.0
2020 07 30  3.8  0.27 23.1  24.0
2020 07 30  3.4  0.22 23.3  24.0
2020 07 30  3.9  0.23 23.5  24.0
2020 07 30  4.4  0.25 23.8  24.0
2020 07 30  4.2  0.24 23.9  24.1
2020 07 30  3.8  0.25 24.0  24.1
2020 07 30  3.4  0.26 24.0  24.1
2020 07 30  3.4  0.26 24.2  24.1
2020 07 30  3.3  0.23 24.2  24.1
2020 07 30  2.8  0.24 24.4  24.1
2020 07 30  2.9  0.22 24.5  24.1
2020 07 30  2.4  0.19 24.6  24.2
2020 07 30  2.8  0.20 24.6  24.2
2020 07 30  3.9  0.22 24.9  24.2
2020 07 30  3.7  0.23 24.9  24.3
2020 07 30  2.9  0.24 25.0  24.3
2020 07 30  3.5  0.25 25.0  24.3
2020 07 30  4.1  0.23 24.9  24.3
2020 07 30  5.1  0.23 24.2  24.4
2020 07 30  5.6  0.25 23.8  24.4
2020 07 30  6.1  0.29 23.7  24.4
2020 07 30  6.3  0.32 23.4  24.4
2020 07 30  7.1  0.33 23.4  24.4
2020 07 30  7.4  0.37 23.2  24.4
2020 07 30  7.3  0.41 23.2  24.4
2020 07 30  7.8  0.46 23.3  24.4
2020 07 30  7.9  0.51 23.4  24.4
2020 07 30  8.1  0.52 23.3  24.3
2020 07 30  8.3  0.52 23.3  24.3
2020 07 30  8.3  0.55 23.4  24.3
2020 07 30  8.3  0.59 23.5  24.3
2020 07 30  8.5  0.62 23.4  24.3
2020 07 30  8.7  0.63 23.5  24.3
2020 07 30  8.8  0.63 23.6  24.2
2020 07 30  9.0  0.61 23.5  24.2
2020 07 30  8.6  0.69 23.5  24.2
2020 07 30  9.0  0.79 23.4  24.2
2020 07 30  8.9  0.80 23.2  24.2
2020 07 30  8.7  0.80 23.2  24.1
2020 07 30  8.8  0.78 23.1  24.1
2020 07 30  8.4  1.01 23.2  24.1
2020 07 30  8.9  1.12 23.2  24.1
2020 07 30  8.8  1.01 23.1  24.0
2020 07 30  8.4  1.13 23.1  24.0
2020 07 30  8.6  1.03 23.0  24.0
2020 07 30  8.3  0.99 23.0  24.0
2020 07 30  8.3  0.97 23.1  24.0
2020 07 30  8.5  1.01 23.1  24.0
2020 07 30  8.2  1.01 23.1  23.9
2020 07 30  8.0  1.02 23.1  23.9
2020 07 30  7.8  0.91 23.1  23.9
2020 07 30  7.6  0.83 23.2  23.9
2020 07 31  7.4  1.16 23.2  23.9
2020 07 31  7.4  1.02 23.2  23.9
2020 07 31  7.4  1.00 23.2  23.9
2020 07 31  7.2  0.98 23.2  23.9
2020 07 31  6.8  0.95 23.3  23.9
2020 07 31  6.5  0.87 23.4  23.9
2020 07 31  6.3  0.86 23.6  23.9
2020 07 31  6.2  0.86 23.6  23.9
2020 07 31  6.4  0.84 23.7  23.9
2020 07 31  6.0  0.88 23.7  24.0
2020 07 31  6.3  0.79 23.9  24.0
2020 07 31  6.0  0.80 23.9  24.0
2020 07 31  6.3  0.73 24.1  24.0
2020 07 31  6.2  0.76 24.1  24.0
2020 07 31  6.0  0.73 24.0  24.0
2020 07 31  6.0  0.69 24.0  24.0
2020 07 31  6.1  0.63 23.9  24.1
2020 07 31  6.6  0.63 23.7  24.1
2020 07 31  6.3  0.65 23.6  24.1
2020 07 31  6.6  0.83 23.5  24.1
2020 07 31  6.9  0.81 23.4  24.1
2020 07 31  7.1  0.74 23.3  24.1
2020 07 31  7.5  0.78 23.1  24.0
2020 07 31  7.6  0.80 23.1  24.0
2020 07 31  7.9  0.80 23.0  24.0
2020 07 31  7.8  0.78 22.8  24.0
2020 07 31  7.6  0.73 22.6  24.0
2020 07 31  7.2  0.73 22.6  24.0
2020 07 31  7.1  0.76 22.4  24.0
2020 07 31  6.6  0.71 22.2  24.0
2020 07 31  6.2  0.62 22.1  24.0
2020 07 31  6.6  0.62 22.0  24.0
2020 07 31  6.7  0.57 21.9  23.9
2020 07 31  6.3  0.59 21.7  23.9
2020 07 31  6.0  0.57 21.6  23.9
2020 07 31  5.8  0.55 21.4  23.9
2020 07 31  6.3  0.54 21.2  23.9
2020 07 31  6.2  0.54 21.0  23.9
2020 07 31  6.7  0.54 20.9  23.9
2020 07 31  6.7  0.54 20.9  23.9
2020 07 31  6.9  0.74 20.8  23.9
2020 07 31  6.6  0.73 20.7  23.9
2020 07 31  6.4  0.69 20.5  23.9
2020 07 31  6.8  0.70 20.4  23.9
2020 07 31  6.5  0.68 20.2  23.8
2020 07 31  6.4  0.66 20.0  23.8
2020 07 31  6.0  0.66 19.8  23.8
2020 07 31  5.9  0.66 19.7  23.8
2020 07 31  6.0  0.67 19.6  23.8
2020 07 31  5.7  0.63 19.6  23.8
2020 07 31  5.7  0.60 19.5  23.8
2020 07 31  5.6  0.60 19.4  23.8
2020 07 31  5.4  0.58 19.4  23.8
2020 07 31  5.4  0.61 19.5  23.8
2020 07 31  5.3  0.58 19.4  23.8
2020 07 31  5.1  0.58 19.4  23.8
2020 07 31  4.8  0.53 19.5  23.7
2020 07 31  4.4  0.59 19.7  23.7
2020 07 31  4.2  0.59 19.7  23.7
2020 07 31  4.8  0.57 19.5  23.7
2020 07 31  4.8  0.56 19.5  23.7
2020 07 31  4.9  0.57 19.6  23.7
2020 07 31  4.8  0.52 18.3  23.7
2020 07 31  4.7  0.52 19.7  23.7
2020 07 31  4.9  0.53 19.6  23.7
2020 07 31  4.9  0.52 19.5  23.7
2020 07 31  4.5  0.50 19.8  23.7
2020 07 31  4.6  0.50 19.3  23.7
2020 07 31  5.0  0.50 19.1  23.6
2020 07 31  5.2  0.52 18.9  23.6
2020 07 31  4.8  0.52 18.8  23.6
2020 07 31  4.7  0.53 18.8  23.6
2020 07 31  4.7  0.50 18.7  23.6
2020 07 31  4.9  0.53 18.8  23.6
2020 07 31  4.9  0.50 19.1  23.6
2020 07 31  4.8  0.50 19.4  23.6
2020 07 31  5.3  0.53 19.7  23.6
2020 07 31  5.1  0.51 19.9  23.6
2020 07 31  5.4  0.51 20.2  23.6
2020 07 31  4.5  0.51 20.5  23.6
2020 07 31  4.4  0.54 20.8  23.6
2020 07 31  4.0  0.52 20.9  23.6
2020 07 31  4.1  0.47 21.1  23.6
2020 07 31  3.8  0.51 21.3  23.6
2020 07 31  3.4  0.47 21.5  23.6
2020 07 31  3.3  0.46 21.7  23.6
2020 07 31  3.7  0.45 21.9  23.5
2020 07 31  4.0  0.46 22.1  23.5
2020 07 31  3.3  0.46 22.2  23.5
2020 07 31  3.2  0.46 22.3  23.5
2020 07 31  3.7  0.43 22.6  23.5
2020 07 31  4.2  0.38 22.8  23.6
2020 07 31  3.4  0.41 22.9  23.6
2020 07 31  3.1  0.39 22.9  23.6
2020 07 31  2.8  0.38 22.9  23.6
2020 07 31  3.2  0.37 22.9  23.6
2020 07 31  3.8  0.35 22.8  23.6
2020 07 31  4.5  0.36 22.7  23.6
2020 07 31  4.4  0.34 22.8  23.6
2020 07 31  5.0  0.34 22.8  23.6
2020 07 31  4.8  0.34 22.8  23.6
2020 07 31  5.5  0.36 22.7  23.6
2020 07 31  5.1  0.37 22.5  23.6
2020 07 31  5.2  0.39 22.3  23.6
2020 07 31  5.0  0.38 22.3  23.6
2020 07 31  5.0  0.38 22.3  23.6
2020 07 31  4.7  0.40 22.3  23.6
2020 07 31  5.6  0.40 22.3  23.6
2020 07 31  5.6  0.44 22.3  23.6
2020 07 31  6.2  0.44 22.5  23.7
2020 07 31  6.6  0.45 22.5  23.6
2020 07 31  6.5  0.46 22.6  23.6
2020 07 31  6.4  0.47 22.6  23.6
2020 07 31  6.8  0.46 22.6  23.6
2020 07 31  6.8  0.50 22.6  23.7
2020 07 31  6.9  0.48 22.6  23.6
2020 07 31  7.0  0.50 22.7  23.7
2020 07 31  6.9  0.50 22.8  23.6
2020 07 31  7.2  0.54 22.8  23.6
2020 07 31  7.4  0.54 22.8  23.6
2020 07 31  7.2  0.54 22.9  23.6
2020 07 31  7.3  0.54 22.9  23.7
2020 07 31  7.4  0.59 23.0  23.7
2020 07 31  7.5  0.58 23.0  23.7
2020 07 31  7.4  0.66 23.0  23.7
2020 07 31  7.9  0.75 23.0  23.7
2020 07 31  7.7  0.77 22.9  23.7
2020 07 31  7.8  0.72 23.0  23.7
2020 07 31  8.0  0.70 22.9  23.7
2020 07 31  7.9  0.70 22.9  23.7
2020 07 31  8.2  0.75 22.8  23.7
2020 07 31  8.0  0.73 22.9  23.7
2020 07 31  8.3  0.77 22.9  23.7
2020 07 31  8.2  0.83 23.0  23.7
2020 07 31  7.9  0.75 22.9  23.7
2020 07 31  8.0  0.98 22.9  23.7
2020 07 31  8.1  0.99 22.8  23.7
2020 07 31  8.4  1.08 22.9  23.7
2020 07 31  8.2  1.08 22.8  23.7
2020 07 31  8.2  1.02 22.9  23.7
2020 07 31  7.7  0.93 22.9  23.7
2020 07 31  7.8  0.95 23.0  23.7
2020 07 31  7.8  0.91 23.1  23.7
2020 08 01  7.7  0.86 23.1  23.6
2020 08 01  7.8  0.84 23.1  23.6
2020 08 01  7.8  0.82 23.1  23.6
2020 08 01  7.6  1.10 23.2  23.6
2020 08 01  7.5  1.07 23.3  23.6
2020 08 01  7.7  0.98 23.3  23.6
2020 08 01  7.3  0.98 23.3  23.6
2020 08 01  7.0  0.93 23.3  23.6
2020 08 01  6.6  0.89 23.2  23.6
2020 08 01  6.6  0.83 23.2  23.6
2020 08 01  6.5  0.85 23.2  23.5
2020 08 01  6.4  0.79 23.2  23.5
2020 08 01  6.3  0.74 23.2  23.5
2020 08 01  6.4  0.70 23.2  23.5
2020 08 01  6.1  0.69 23.2  23.6
2020 08 01  5.9  0.68 23.1  23.6
2020 08 01  5.8  0.68 23.0  23.5
2020 08 01  5.5  0.61 22.9  23.5
2020 08 01  5.0  0.59 22.8  23.5
2020 08 01  4.9  0.58 22.8  23.4
2020 08 01  5.7  0.53 22.7  23.4
2020 08 01  5.5  0.52 22.6  23.4
2020 08 01  4.9  0.48 22.6  23.4
2020 08 01  4.8  0.61 22.6  23.3
2020 08 01  4.5  0.58 22.4  23.3
2020 08 01  5.1  0.53 22.2  23.2
2020 08 01  5.3  0.53 22.1  23.2
2020 08 01  4.2  0.48 21.9  23.2
2020 08 01  4.0  0.45 21.8  23.1
2020 08 01  4.8  0.42 21.7  23.1
2020 08 01  5.3  0.42 21.5  23.0
2020 08 01  5.4  0.45 21.5  23.0
2020 08 01  5.6  0.46 21.4  23.0
2020 08 01  5.7  0.43 21.3  22.9
2020 08 01  5.7  0.45 21.2  22.8
2020 08 01  5.6  0.43 21.2  22.8
2020 08 01  5.4  0.43 21.1  22.7
2020 08 01  5.5  0.44 20.9  22.7
2020 08 01  5.1  0.43 20.8  22.6
2020 08 01  5.4  0.42 20.6  22.5
2020 08 01  4.9  0.42 20.5  22.4
2020 08 01  4.9  0.40 20.4  22.4
2020 08 01  4.8  0.40 20.5  22.3
2020 08 01  4.8  0.38 20.4  22.2
2020 08 01  4.4  0.35 20.5  22.2
2020 08 01  4.5  0.39 20.6  22.1
2020 08 01  4.4  0.35 20.4  22.1
2020 08 01  4.3  0.35 20.3  22.1
2020 08 01  4.6  0.35 20.2  22.0
2020 08 01  4.2  0.35 20.2  22.0
2020 08 01  4.4  0.31 20.2  22.0
2020 08 01  4.4  0.31 20.2  22.0
2020 08 01  3.9  0.30 20.3  22.1
2020 08 01  3.4  0.28 20.3  22.1
2020 08 01  3.1  0.26 20.3  22.1
2020 08 01  3.2  0.26 20.2  22.0
2020 08 01  3.5  0.24 20.1  22.0
2020 08 01  3.6  0.24 19.9  21.9
2020 08 01  3.7  0.22 19.8  22.0
2020 08 01  4.5  0.25 19.7  21.9
2020 08 01  4.3  0.25 19.6  22.0
2020 08 01  4.7  0.28 19.5  22.0
2020 08 01  4.8  0.29 18.1  22.0
2020 08 01  4.7  0.28 19.3  21.9
2020 08 01  4.7  0.27 19.2  22.0
2020 08 01  4.8  0.29 19.3  22.1
2020 08 01  4.7  0.29 19.4  22.1
2020 08 01  4.5  0.29 19.4  22.2
2020 08 01  4.8  0.28 19.5  22.1
2020 08 01  4.7  0.26 19.5  22.1
2020 08 01  4.9  0.28 19.5  22.1
2020 08 01  4.7  0.27 19.6  22.2
2020 08 01  4.7  0.26 19.4  22.3
2020 08 01  4.8  0.28 19.4  22.3
2020 08 01  4.9  0.29 19.5  22.3
2020 08 01  4.9  0.28 19.6  22.3
2020 08 01  5.0  0.29 19.7  22.4
2020 08 01  5.0  0.29 19.7  22.4
2020 08 01  4.5  0.28 19.9  22.4
2020 08 01  4.4  0.28 20.0  22.4
2020 08 01  4.3  0.28 20.2  22.4
2020 08 01  4.3  0.28 20.4  22.4
2020 08 01  4.0  0.27 20.6  22.5
2020 08 01  3.7  0.26 20.9  22.5
2020 08 01  3.5  0.24 21.1  22.5
2020 08 01  3.8  0.25 21.4  22.6
2020 08 01  3.5  0.24 21.6  22.6
2020 08 01  3.7  0.26 21.7  22.6
2020 08 01  3.9  0.26 21.8  22.7
2020 08 01  3.6  0.24 21.8  22.8
2020 08 01  4.0  0.21 22.0  22.8
2020 08 01  4.1  0.20 22.3  22.9
2020 08 01  3.6  0.22 22.3  22.9
2020 08 01  3.7  0.23 22.4  22.9
2020 08 01  3.8  0.20 22.4  22.9
2020 08 01  3.8  0.24 22.5  22.9
2020 08 01  4.1  0.20 22.6  23.0
2020 08 01  3.8  0.22 22.7  23.0
2020 08 01  3.5  0.22 22.7  23.0
2020 08 01  2.8  0.21 22.8  23.0
2020 08 01  2.8  0.20 22.7  23.0
2020 08 01  3.3  0.24 22.9  23.0
2020 08 01  3.5  0.21 23.0  23.0
2020 08 01  2.9  0.25 22.9  23.0
2020 08 01  3.2  0.20 23.0  23.0
2020 08 01  3.2  0.21 23.0  23.0
2020 08 01  3.2  0.22 23.1  23.0
2020 08 01  3.0  0.19 23.2  23.0
2020 08 01  2.4  0.19 23.1  23.1
2020 08 01  2.0  0.24 23.1  23.1
2020 08 01  2.0  0.18 23.2  23.0
2020 08 01  2.4  0.14 23.3  23.0
2020 08 01  1.9  0.16 23.2  23.1
2020 08 01  1.1  0.20 23.3  23.1
2020 08 01  1.2  0.20 23.3  23.1
2020 08 01  1.3  0.18 23.3  23.1
2020 08 01  1.5  0.20 23.4  23.1
2020 08 01  2.2  0.19 23.4  23.1
2020 08 01  2.6  0.19 23.3  23.1
2020 08 01  2.5  0.19 23.4  23.0
2020 08 01  2.5  0.18 23.5  23.1
2020 08 01  2.5  0.18 23.5  23.1
2020 08 01  2.6  0.19 23.5  23.1
2020 08 01  2.4  0.18 23.5  23.1
2020 08 01  2.9  0.19 23.5  23.0
2020 08 01  4.3  0.17 23.3  23.0
2020 08 01  4.6  0.17 23.1  23.1
2020 08 01  4.4  0.22 23.2  23.0
2020 08 01  4.8  0.28 23.0  23.1
2020 08 01  5.1  0.28 22.9  23.2
2020 08 01  5.0  0.32 23.0  23.1
2020 08 01  5.0  0.32 23.1  23.1
2020 08 01  5.5  0.34 23.1  23.1
2020 08 01  5.6  0.41 23.0  23.1
2020 08 01  6.1  0.41 23.0  23.0
2020 08 01  6.3  0.44 22.9  23.0
2020 08 01  6.4  0.43 22.8  23.0
2020 08 01  5.9  0.47 22.9  23.0
2020 08 01  6.4  0.44 22.9  23.0
2020 08 01  6.2  0.44 22.9  23.0
2020 08 01  6.2  0.46 23.0  23.0
2020 08 01  6.5  0.46 23.0  22.9
2020 08 01  6.2  0.48 23.1  22.9
2020 08 01  6.2  0.47 23.0  22.9
2020 08 02  5.1  0.49 22.9  22.8
2020 08 02  4.6  0.48 22.8  22.8
2020 08 02  3.5  0.45 22.8  22.7
2020 08 02  3.8  0.46 22.8  22.5
2020 08 02  3.6  0.46 22.8  22.4
2020 08 02  3.1  0.41 22.7  22.5
2020 08 02  3.4  0.55 22.7  22.4
2020 08 02  3.3  0.53 22.7  22.4
2020 08 02  3.3  0.56 22.5  22.2
2020 08 02  3.0  0.58 22.4  22.0
2020 08 02  2.5  0.56 22.3  22.1
2020 08 02  2.6  0.51 22.0  22.0
2020 08 02  2.4  0.50 21.8  22.0
2020 08 02  2.7  0.45 21.7  22.0
2020 08 02  3.0  0.40 21.8  22.0
2020 08 02  3.0  0.40 21.9  22.0
2020 08 02  2.6  0.36 21.9  22.0
2020 08 02  2.6  0.45 21.8  22.0
2020 08 02  2.5  0.45 22.0  22.0
2020 08 02  2.6  0.44 22.2  22.0
2020 08 02  2.4  0.38 22.3  21.9
2020 08 02  2.7  0.39 22.3  22.0
2020 08 02  3.0  0.36 22.3  21.9
2020 08 02  2.8  0.33 22.3  21.9
2020 08 02  3.4  0.34 22.3  21.9
2020 08 02  3.6  0.34 22.2  21.9
2020 08 02  3.2  0.33 22.1  21.9
2020 08 02  2.5  0.31 22.0  21.9
2020 08 02  1.8  0.32 21.8  21.9
2020 08 02  1.6  0.29 21.7  21.9
2020 08 02  1.5  0.28 21.3  21.8
2020 08 02  1.8  0.25 21.2  21.8
2020 08 02  2.3  0.24 21.2  21.8
2020 08 02  1.9  0.23 21.1  21.8
2020 08 02  1.6  0.23 21.1  21.8
2020 08 02  2.4  0.23 21.2  21.8
2020 08 02  2.7  0.21 21.2  21.7
2020 08 02  2.6  0.21 21.2  21.7
2020 08 02  2.9  0.21 21.3  21.7
2020 08 02  2.8  0.20 21.2  21.7
2020 08 02  2.9  0.21 21.1  21.7
2020 08 02  3.0  0.25 21.1  21.6
2020 08 02  3.0  0.25 21.1  21.6
2020 08 02  3.0  0.26 21.1  21.5
2020 08 02  3.4  0.25 21.1  21.5
2020 08 02  3.3  0.25 21.1  21.4
2020 08 02  4.3  0.25 21.0  21.4
2020 08 02  4.8  0.26 21.0  21.4
2020 08 02  4.9  0.27 21.0  21.4
2020 08 02  4.8  0.28 21.0  21.4
2020 08 02  4.6  0.29 21.1  21.3
2020 08 02  4.6  0.28 21.1  21.3
2020 08 02  4.4  0.29 21.1  21.3
2020 08 02  4.5  0.29 21.2  21.3
2020 08 02  4.8  0.28 21.0  21.2
2020 08 02  3.2  0.30 20.6  21.3
2020 08 02  2.5  0.30 19.9  21.2
2020 08 02  2.6  0.28 19.6  21.2
2020 08 02  2.0  0.29 19.5  21.2
2020 08 02  1.8  0.26 19.5  21.2
2020 08 02  2.0  0.26 19.7  21.3
2020 08 02  2.6  0.23 18.7  21.2
2020 08 02  2.7  0.23 20.1  21.2
2020 08 02  3.1  0.23 20.1  21.3
2020 08 02  3.1  0.22 20.2  21.3
2020 08 02  3.5  0.21 20.2  21.3
2020 08 02  4.7  0.21 20.4  21.4
2020 08 02  4.5  0.23 20.7  21.4
2020 08 02  4.7  0.25 20.9  21.5
2020 08 02  4.2  0.28 20.9  21.5
2020 08 02  3.9  0.30 21.0  21.6
2020 08 02  4.3  0.30 21.1  21.6
2020 08 02  4.0  0.30 21.1  21.6
2020 08 02  4.1  0.28 21.1  21.7
2020 08 02  4.1  0.32 21.2  21.7
2020 08 02  4.7  0.29 21.3  21.7
2020 08 02  4.8  0.29 21.3  21.7
2020 08 02  4.9  0.32 21.2  21.7
2020 08 02  5.2  0.33 21.1  21.7
2020 08 02  5.3  0.34 21.2  21.7
2020 08 02  4.8  0.37 21.3  21.8
2020 08 02  4.4  0.34 21.4  21.8
2020 08 02  5.0  0.35 21.3  21.8
2020 08 02  4.7  0.34 21.2  21.8
2020 08 02  3.9  0.38 21.2  21.9
2020 08 02  3.6  0.42 21.2  21.9
2020 08 02  3.5  0.40 21.3  21.9
2020 08 02  3.5  0.40 21.4  21.9
2020 08 02  4.0  0.41 21.2  22.0
2020 08 02  4.1  0.38 21.2  21.9
2020 08 02  4.0  0.35 21.2  21.9
2020 08 02  3.5  0.31 21.2  22.0
2020 08 02  3.7  0.34 21.3  22.1
2020 08 02  3.5  0.31 21.4  22.1
2020 08 02  3.5  0.31 21.5  22.1
2020 08 02  3.0  0.30 21.5  22.1
2020 08 02  2.8  0.29 21.5  22.2
2020 08 02  2.2  0.29 21.6  22.2
2020 08 02  1.9  0.27 21.7  22.1
2020 08 02  1.5  0.27 21.7  22.2
2020 08 02  1.3  0.28 21.8  22.1
2020 08 02  1.3  0.31 21.9  22.1
2020 08 02  1.9  0.32 21.9  22.2
2020 08 02  1.8  0.29 21.9  22.1
2020 08 02  1.7  0.29 21.9  22.1
2020 08 02  1.3  0.30 22.0  22.1
2020 08 02  1.9  0.27 22.0  22.1
2020 08 02  2.9  0.27 22.0  22.1
2020 08 02  2.7  0.29 22.0  22.1
2020 08 02  2.6  0.28 22.1  22.1
2020 08 02  2.9  0.27 22.1  22.1
2020 08 02  3.0  0.30 22.1  22.1
2020 08 02  3.4  0.28 22.2  22.1
2020 08 02  3.5  0.25 22.2  22.1
2020 08 02  3.4  0.25 22.3  22.2
2020 08 02  3.4  0.25 22.5  22.1
2020 08 02  3.5  0.28 22.4  22.2
2020 08 02  3.9  0.28 22.5  22.2
2020 08 02  3.9  0.32 22.5  22.2
2020 08 02  3.6  0.34 22.5  22.2
2020 08 02  3.4  0.33 22.5  22.2
2020 08 02  2.9  0.36 22.6  22.2
2020 08 02  2.8  0.34 22.6  22.2
2020 08 02  3.4  0.37 22.7  22.2
2020 08 02  3.4  0.36 22.7  22.3
2020 08 02  3.6  0.31 22.7  22.2
2020 08 02  3.9  0.33 22.8  22.3
2020 08 02  3.3  0.33 22.8  22.2
2020 08 02  3.5  0.33 22.9  22.2
2020 08 02  3.5  0.32 22.9  22.2
2020 08 02  3.4  0.34 22.9  22.2
2020 08 02  3.2  0.32 22.9  22.2
2020 08 02  3.3  0.32 23.0  22.2
2020 08 02  3.5  0.33 23.0  22.2
2020 08 02  3.5  0.33 23.0  22.2
2020 08 02  4.0  0.32 22.9  22.2
2020 08 02  4.0  0.33 22.9  22.2
2020 08 02  4.3  0.32 22.9  22.1
2020 08 02  4.3  0.32 22.8  22.0
2020 08 02  4.2  0.33 22.6  22.0
2020 08 02  4.3  0.36 22.6  22.0
2020 08 02  3.8  0.34 22.6  22.2
2020 08 02  4.9  0.36 22.5  22.0
2020 08 03  4.2  0.35 22.3  22.1
2020 08 03  4.5  0.39 22.4  22.1
2020 08 03  3.9  0.37 22.4  22.2
2020 08 03  2.8  0.40 22.4  22.2
2020 08 03  2.3  0.39 22.3  22.1
2020 08 03  2.8  0.39 22.4  22.2
2020 08 03  2.4  0.43 22.5  22.2
2020 08 03  2.1  0.42 22.4  22.2
2020 08 03  2.3  0.38 22.4  22.2
2020 08 03  1.7  0.38 22.3  22.2
2020 08 03  1.5  0.41 22.2  22.2
2020 08 03  1.6  0.43 22.1  22.1
2020 08 03  1.5  0.40 22.1  22.2
2020 08 03  1.4  0.42 22.1  22.2
2020 08 03  1.9  0.41 22.1  22.1
2020 08 03  2.8  0.41 22.2  22.1
2020 08 03  3.0  0.51 22.1  22.1
2020 08 03  2.6  0.54 22.1  22.1
2020 08 03  1.5  0.52 22.1  22.1
2020 08 03  1.6  0.62 22.1  22.2
2020 08 03  2.0  0.74 22.1  22.1
2020 08 03  3.2  0.75 21.8  22.2
2020 08 03  3.0  0.74 21.3  22.2
2020 08 03  2.6  0.73 21.2  22.2
2020 08 03  3.4  0.63 21.1  22.2
2020 08 03  4.3  0.56 20.8  22.2
2020 08 03  4.3  0.56 20.9  22.2
2020 08 03  3.6  0.58 20.9  22.2
2020 08 03  4.0  0.56 20.8  22.2
2020 08 03  4.4  0.67 20.7  22.1
2020 08 03  4.2  0.71 20.6  22.0
2020 08 03  4.6  0.64 20.5  21.9
2020 08 03  5.3  0.60 20.4  21.8
2020 08 03  5.2  0.56 20.3  21.7
2020 08 03  5.7  0.61 20.1  21.6
2020 08 03  5.7  0.56 20.0  21.5
2020 08 03  5.6  0.56 20.0  21.4
2020 08 03  5.2  0.59 19.9  21.4
2020 08 03  4.7  0.54 19.7  21.3
2020 08 03  4.8  0.54 19.6  21.2
2020 08 03  5.0  0.54 19.5  21.2
2020 08 03  5.8  0.62 19.5  21.1
2020 08 03  6.8  0.62 19.5  21.1
2020 08 03  7.1  0.68 19.4  21.1
2020 08 03  6.3  0.69 19.2  21.1
2020 08 03  5.5  0.67 19.1  21.0
